ID,name,description,p,s,label,software
4691,log_slow_disabled_statements,"If set, the specified type of statements will not be logged to the slow query log. See also log_slow_admin_statements and log_slow_filter.",0,0,others,mariadb
4693,log_slow_queries,"Deprecated and removed in MariaDB 10.0, use slow_query_log instead.",0,0,others,mariadb
4694,log_slow_rate_limit,"The slow query log will log every this many queries. The default is 1, or every query, while setting it to 20 would log every 20 queries, or five percent. Aims to reduce I/O usage and excessively large slow query logs. See also Slow Query Log Extended Statistics.",1,6,function-tradeoff,mariadb
4695,log_slow_verbosity,"Controls information to be added to the slow query log. Options are added in a comma-delimited string. See also Slow Query Log Extended Statistics. log_slow_verbosity is not supported when log_output='TABLE'.
query_plan logs query execution plan information
innodb an unused Percona XtraDB option for logging XtraDB/InnoDB statistics.
explain prints EXPLAIN output in the slow query log. See EXPLAIN in the Slow Query Log.",0,0,others,mariadb
4696,log_tc_size,"Defines the size in bytes of the memory-mapped file-based transaction coordinator log, which is only used if the binary log is disabled. If you have two or more XA-capable storage engines enabled, then a transaction coordinator log must be available. This size is defined in multiples of 4096. This size could always be set as a commandline option, but it was made into a system variable in MariaDB 10.1.3. See Transaction Coordinator Log for more information. Also see the --log-tc server option and the --tc-heuristic-recover option.",1,5,workload-specific,mariadb
4697,log_warnings,"Determines which additional warnings are logged. Setting to 0 disables additional warning logging. Note that this does not prevent all warnings, there is a core set of warnings that will always be written to the error log.",1,6,function-tradeoff,mariadb
4698,long_query_time,"If a query takes longer than this many seconds to execute (microseconds can be specified too), the Slow_queries status variable is incremented and, if enabled, the query is logged to the slow query log.",0,0,others,mariadb
4699,low_priority_updates,"If set to 1 (0 is the default), for storage engines that use only table-level locking (Aria, MyISAM, MEMORY and MERGE), all INSERTs, UPDATEs, DELETEs and LOCK TABLE WRITEs will wait until there are no more SELECTs or LOCK TABLE READs pending on the relevant tables. Set this to 1 if reads are prioritized over writes. 
In MariaDB 5.5 and earlier, sql_low_priority_updates is a synonym.",0,0,others,mariadb
4700,lower_case_file_system,"Read-only variable describing whether the file system is case-sensitive. If set to OFF, file names are case-sensitive. If set to ON, they are not case-sensitive.",0,0,others,mariadb
4701,lower_case_table_names,"If set to 0 (the default on Unix-based systems), table names and aliases and database names are compared in a case-sensitive manner. If set to 1 (the default on Windows), names are stored in lowercase and not compared in a case-sensitive manner. If set to 2 (the default on Mac OS X), names are stored as declared, but compared in lowercase.",0,0,others,mariadb
4702,max_allowed_packet,"Maximum size in bytes of a packet or a generated/intermediate string. The packet message buffer is initialized with the value from net_buffer_length, but can grow up to max_allowed_packet bytes. Set as large as the largest BLOB, in multiples of 1024. If this value is changed, it should be changed on the client side as well. See slave_max_allowed_packet for a specific limit for replication purposes.",1,1,resource,mariadb
4703,max_connect_errors,"Limit to the number of successive failed connects from a host before the host is blocked from making further connections. The count for a host is reset to zero if they successfully connect. To unblock, flush the host cache with a FLUSH HOSTS statement or mysqladmin flush-hosts.",1,3,reliability-tradeoff,mariadb
4704,max_connections,The maximum number of simultaneous client connections. See also Handling Too Many Connections. Note that this value affects the number of file descriptors required on the operating system. Minimum was changed from 1 to 10 to avoid possible unexpected results for the user (MDEV-18252).,1,1,resource,mariadb
4705,max_delayed_threads,"Limits to the number of INSERT DELAYED threads. Once this limit is reached, the insert is handled as if there was no DELAYED attribute. If set to 0, DELAYED is ignored entirely. The session value can only be set to 0 or to the same as the global value.",1,1,resource,mariadb
4706,max_digest_length,"Maximum length considered for computing a statement digest, such as used by the Performance Schema and query rewrite plugins. Statements that differ after this many bytes produce the same digest, and are aggregated for statistics purposes. The variable is allocated per session. Increasing will allow longer statements to be distinguished from each other, but increase memory use, while decreasing will reduce memory use, but more statements may become indistinguishable.",1,5,workload-specific,mariadb
4707,max_error_count,Specifies the maximum number of messages stored for display by SHOW ERRORS and SHOW WARNINGS statements.,0,0,others,mariadb
4708,max_heap_table_size,"Maximum size in bytes for user-created MEMORY tables. Setting the variable while the server is active has no effect on existing tables unless they are recreated or altered. The smaller of max_heap_table_size and tmp_table_size also limits internal in-memory tables. When the maximum size is reached, any further attempts to insert data will receive a ""table ... is full"" error. Temporary tables created with CREATE TEMPORARY will not be converted to Aria, as occurs with internal temporary tables, but will also receive a table full error.",1,1,resource,mariadb
4709,max_insert_delayed_threads,Synonym for max_delayed_threads.,0,0,others,mariadb
4710,max_join_size,"Statements will not be performed if they are likely to need to examine more than this number of rows, row combinations or do more disk seeks. Can prevent poorly-formatted queries from taking server resources. Changing this value to anything other the default will reset sql_big_selects to 0. If sql_big_selects is set again, max_join_size will be ignored. This limit is also ignored if the query result is sitting in the query cache. Previously named sql_max_join_size, which is still a synonym.",1,1,resource,mariadb
4711,max_length_for_sort_data,"Used to decide which algorithm to choose when sorting rows. If the total size of the column data, not including columns that are part of the sort, is less than max_length_for_sort_data, then we add these to the sort key. This can speed up the sort as we don't have to re-read the same row again later. Setting the value too high can slow things down as there will be a higher disk activity for doing the sort.",1,5,workload-specific,mariadb
4712,max_long_data_size,"Maximum size for parameter values sent with mysql_stmt_send_long_data(). If not set, will default to the value of max_allowed_packet. Deprecated in MariaDB 5.5 and removed in MariaDB 10.5.0; use max_allowed_packet instead.",0,0,others,mariadb
4713,max_password_errors,"The maximum permitted number of failed connection attempts due to an invalid password before a user is blocked from further connections. FLUSH_PRIVILEGES will permit the user to connect again. This limit is ignored for users with the SUPER privilege or, from MariaDB 10.5.2, the CONNECTION ADMIN privilege.",1,3,reliability-tradeoff,mariadb
4714,max_prepared_stmt_count,"Maximum number of prepared statements on the server. Can help prevent certain forms of denial-of-service attacks. If set to 0, no prepared statements are permitted on the server.",1,3,reliability-tradeoff,mariadb
4715,max_recursive_iterations,"Maximum number of iterations when executing recursive queries, used to prevent infinite loops in recursive CTEs.",1,3,reliability-tradeoff,mariadb
4716,max_rowid_filter_size,The maximum size of the container of a rowid filter.,1,5,workload-specific,mariadb
4718,max_session_mem_used,Amount of memory a single user session is allowed to allocate. This limits the value of the session variable Memory_used.,1,1,resource,mariadb
4719,max_sort_length,Maximum size in bytes used for sorting data values - anything exceeding this is ignored. The server uses only the first max_sort_length bytes of each value and ignores the rest.,1,1,resource,mariadb
4720,max_sp_recursion_depth,"Permitted number of recursive calls for a stored procedure. 0, the default, no recursion is permitted. Increasing this value increases the thread stack requirements, so you may need to increase thread_stack as well. This limit doesn't apply to stored functions.",1,3,reliability-tradeoff,mariadb
4721,max_statement_time,"Maximum time in seconds that a query can execute before being aborted. This includes all queries, not just SELECT statements, but excludes statements in stored procedures. If set to 0, no limit is applied. See Aborting statements that take longer than a certain time to execute for details and limitations. Useful when combined with SET STATEMENT for limiting the execution times of individual queries.",0,0,others,mariadb
4723,max_user_connections,"Maximum simultaneous connections permitted for each user account. When set to 0, there is no per user limit. Setting it to -1 stops users without the SUPER privilege or, from MariaDB 10.5.2, the CONNECTION ADMIN privilege, from connecting to the server. The session variable is always read-only and only privileged users can modify user limits. The session variable defaults to the global max_user_connections variable, unless the user's specific MAX_USER_CONNECTIONS resource option is non-zero. When both global variable and the user resource option are set, the user's MAX_USER_CONNECTIONS is used. Note: This variable does not affect users with the SUPER privilege or, from MariaDB 10.5.2, the CONNECTION ADMIN privilege.",1,3,reliability-tradeoff,mariadb
4724,max_write_lock_count,"Read lock requests will be permitted for processing after this many write locks. Applies only to storage engines that use table level locks (thr_lock), so no effect with InnoDB or Archive.",0,0,others,mariadb
4725,metadata_locks_cache_size,"Size of the metadata locks cache, used for reducing the need to create and destroy synchronization objects. It is particularly helpful on systems where this process is inefficient, such as Windows XP.",1,1,resource,mariadb
4726,metadata_locks_hash_instances,Number of hashes used by the set of metadata locks. The metadata locks are partitioned into separate hashes in order to reduce contention.,0,0,others,mariadb
4727,min_examined_row_limit,"If a query examines more than this number of rows, it is logged to the slow query log. If set to 0, the default, no row limit is used.",1,5,workload-specific,mariadb
4728,mrr_buffer_size,Size of buffer to use when using multi-range read with range access. See Multi Range Read optimization for more information.,1,1,resource,mariadb
4729,multi_range_count,Ignored. Use mrr_buffer_size instead.,0,0,others,mariadb
4730,mysql56_temporal_format,"If set (the default), MariaDB uses the MySQL 5.6 low level formats for TIME, DATETIME and TIMESTAMP instead of the MariaDB 5.3 version. The version MySQL introduced in 5.6 requires more storage, but potentially allows negative dates and has some advantages in replication. There should be no reason to revert to the old MariaDB 5.3 microsecond format. See also MDEV-10723.",0,0,others,mariadb
4731,named_pipe,"On Windows systems, determines whether connections over named pipes are permitted.",0,0,others,mariadb
4733,net_read_timeout,Time in seconds the server will wait for a client connection to send more data before aborting the read. See also net_write_timeout and slave_net_timeout,0,0,others,mariadb
4735,net_write_timeout,Time in seconds to wait on writing a block to a connection before aborting the write. See also net_read_timeout and slave_net_timeout.,0,0,others,mariadb
4737,old_alter_table,"From MariaDB 10.3.7, an alias for alter_algorithm. Prior to that, if set to 1 (0 is default), MariaDB reverts to the non-optimized, pre-MySQL 5.1, method of processing ALTER TABLE statements. A temporary table is created, the data is copied over, and then the temporary table is renamed to the original.",0,0,others,mariadb
4738,old_mode,Used for getting MariaDB to emulate behavior from an old version of MySQL or MariaDB. See OLD Mode. Will be used to replace the old variable over time.,0,0,others,mariadb
4739,old_passwords,"If set to 1 (0 is default), MariaDB reverts to using the mysql_old_password authentication plugin by default for newly created users and passwords, instead of the mysql_native_password authentication plugin.",1,2,security-tradeoff,mariadb
4740,open_files_limit,"The number of file descriptors available to MariaDB. If you are getting the Too many open files error, then you should increase this limit. If set to 0, then MariaDB will calculate a limit based on the following: 

MAX(max_connections*5, max_connections +table_open_cache*2) 

MariaDB sets the limit with setrlimit. MariaDB cannot set this to exceed the hard limit imposed by the operating system. Therefore, you may also need to change the hard limit. There are a few ways to do so. 
If you are using mysqld_safe to start mysqld, then see the instructions at mysqld_safe: Configuring the Open Files Limit. 
If you are using systemd to start mysqld, then see the instructions at systemd: Configuring the Open Files Limit. 
Otherwise, you can change the hard limit for the mysql user account by modifying /etc/security/limits.conf. See Configuring Linux for MariaDB: Configuring the Open Files Limit for more details.",0,0,others,mariadb
4742,optimizer_search_depth,"Maximum search depth by the query optimizer. Smaller values lead to less time spent on execution plans, but potentially less optimal results. If set to 0, MariaDB will automatically choose a reasonable value. Since the better results from more optimal planning usually offset the longer time spent on planning, this is set as high as possible by default. 63 is a valid value, but its effects (switching to the original find_best search) are deprecated.",1,3,reliability-tradeoff,mariadb
4743,optimizer_selectivity_sampling_limit,Controls number of record samples to check condition selectivity,0,0,others,mariadb
4744,optimizer_switch,"A series of flags for controlling the query optimizer. See Optimizer Switch for defaults, and a comparison to MySQL.",0,0,others,mariadb
4745,optimizer_trace,"Controls tracing of the optimizer: optimizer_trace=option=val[,option=val...], where option is one of {enabled} and val is one of {on, off, default}",1,4,limited-side-effect,mariadb
4746,optimizer_trace_max_mem_size,"Limits the memory used while tracing a query by specifying the maximum allowed cumulated size, in bytes, of stored optimizer traces.",1,1,resource,mariadb
4748,pid_file,Full path of the process ID file.,0,0,others,mariadb
4749,plugin_dir,"Path to the plugin directory. For security reasons, either make sure this directory can only be read by the server, or set secure_file_priv.",0,0,others,mariadb
4750,plugin_maturity,The lowest acceptable plugin maturity. MariaDB will not load plugins less mature than the specified level.,0,0,others,mariadb
4751,port,"Port to listen for TCP/IP connections. If set to 0, will default to, in order of preference, my.cnf, the MYSQL_TCP_PORT environment variable, /etc/services, built-in default (3306).",0,0,others,mariadb
4752,preload_buffer_size,Size in bytes of the buffer allocated when indexes are preloaded.,1,1,resource,mariadb
4753,profiling,"If set to 1 (0 is default), statement profiling will be enabled. See SHOW PROFILES() and SHOW PROFILE().",0,0,others,mariadb
4755,progress_report_time,"Time in seconds between sending progress reports to the client for time-consuming statements. If set to 0, progress reporting will be disabled.",0,0,others,mariadb
4756,protocol_version,The version of the client/server protocol used by the MariaDB server.,0,0,others,mariadb
4757,proxy_protocol_networks,"Enable proxy protocol for these source networks. The syntax is a comma separated list of IPv4 and IPv6 networks. If the network doesn't contain a mask, it is considered to be a single host. ""*"" represents all networks and must be the only directive on the line. String ""localhost"" represents non-TCP local connections (Unix domain socket, Windows named pipe or shared memory). See Proxy Protocol Support.",0,0,others,mariadb
4758,proxy_user,"Set to the proxy user account name if the current client is a proxy, else NULL.",0,0,others,mariadb
4759,pseudo_slave_mode,For internal use by the server.,0,0,others,mariadb
4760,pseudo_thread_id,For internal use only.,0,0,others,mariadb
4761,query_alloc_block_size,Size in bytes of the extra blocks allocated during query parsing and execution (after query_prealloc_size is used up).,1,1,resource,mariadb
4763,query_cache_min_res_unit,Minimum size in bytes of the blocks allocated for query cache results.,1,1,resource,mariadb
4764,query_cache_size,"Size in bytes available to the query cache. About 40KB is needed for query cache structures, so setting a size lower than this will result in a warning. 0, the default before MariaDB 10.1.7, effectively disables the query cache.",1,1,resource,mariadb
4766,query_cache_type,"If set to 0, the query cache is disabled (although a buffer of query_cache_size bytes is still allocated). If set to 1 all SELECT queries will be cached unless SQL_NO_CACHE is specified. If set to 2 (or DEMAND), only queries with the SQL CACHE clause will be cached. Note that if the server is started with the query cache disabled, it cannot be enabled at runtime.",1,4,limited-side-effect,mariadb
4767,query_cache_wlock_invalidate,"If set to 0, the default, results present in the query cache will be returned even if there's a write lock on the table. If set to 1, the client will first have to wait for the lock to be released.",1,4,limited-side-effect,mariadb
4768,query_prealloc_size,"Size in bytes of the persistent buffer for query parsing and execution, allocated on connect and freed on disconnect. Increasing may be useful if complex queries are being run, as this will reduce the need for more memory allocations during query operation. See also query_alloc_block_size.",1,1,resource,mariadb
4769,rand_seed1,"rand_seed1 and rand_seed2 facilitate replication of the RAND() function. The master passes the value of these to the slaves so that the random number generator is seeded in the same way, and generates the same value, on the slave as on the master. Until MariaDB 10.1.4, the variable value could not be viewed, with the SHOW VARIABLES output always displaying zero.",0,0,others,mariadb
4771,range_alloc_block_size,Size in bytes of blocks allocated during range optimization. The unit size in 1024.,1,1,resource,mariadb
4774,read_rnd_buffer_size,"Size in bytes of the buffer used when reading rows from a MyISAM table in sorted order after a key sort. Larger values improve ORDER BY performance, although rather increase the size by SESSION where the need arises to avoid excessive memory use.",1,1,resource,mariadb
4775,require_secure_transport,"When this option is enabled, connections attempted using insecure transport will be rejected. Secure transports are SSL/TLS, Unix sockets or named pipes. Note that per-account requirements take precedence.",1,2,security-tradeoff,mariadb
4776,rowid_merge_buff_size,The maximum size in bytes of the memory available to the Rowid-merge strategy. See Non-semi-join subquery optimizations for more information.,1,1,resource,mariadb
4778,safe_show_database,"This variable was removed in MariaDB 5.5, and has been replaced by the more flexible SHOW DATABASES privilege.",0,0,others,mariadb
4779,secure_auth,"Connections will be blocked if they use the the mysql_old_password authentication plugin. The server will also fail to start if the privilege tables are in the old, pre-MySQL 4.1 format.",1,2,security-tradeoff,mariadb
4780,secure_file_priv,"LOAD DATA, SELECT ... INTO and LOAD FILE() will only work with files in the specified path. If not set, the default, or set to empty string, the statements will work with any files that can be accessed.",0,0,others,mariadb
4782,session_track_schema,Whether to track changes to the default schema within the current session.,0,0,others,mariadb
4783,session_track_state_change,Whether to track changes to the session state.,0,0,others,mariadb
4784,session_track_system_variables,"Comma-separated list of session system variables for which to track changes. In MariaDB 10.2, by default no variables are tracked. For compatibility with MySQL defaults, this variable should be set to ""autocommit, character_set_client, character_set_connection, character_set_results, time_zone"" (the default from MariaDB 10.3.1). The * character tracks all session variables.",0,0,others,mariadb
4785,session_track_transaction_info,"Track changes to the transaction attributes. OFF to disable; STATE to track just transaction state (Is there an active transaction? Does it have any data? etc.); CHARACTERISTICS to track transaction state and report all statements needed to start a transaction with the same characteristics (isolation level, read only/read write,snapshot - but not any work done / data modified within the transaction).",1,6,function-tradeoff,mariadb
4786,shared_memory,"Windows only, determines whether the server permits shared memory connections. See also shared_memory_base_name.",0,0,others,mariadb
4788,skip_external_locking,"If this system variable is set, then some kinds of external table locks will be disabled for some storage engines.
If this system variable is set, then the MyISAM storage engine will not use file-based locks. Otherwise, it will use the fcntl() function with the F_SETLK option to get file-based locks on Unix, and it will use the LockFileEx() function to get file-based locks on Windows.
If this system variable is set, then the Aria storage engine will not lock a table when it decrements the table's in-file counter that keeps track of how many connections currently have the table open. See MDEV-19393 for more information.",0,0,others,mariadb
4789,skip_name_resolve,"If set to 1 (0 is the default), only IP addresses are used for connections. Host names are not resolved. All host values in the GRANT tables must be IP addresses (or localhost).",0,0,others,mariadb
4790,skip_networking,"If set to 1, (0 is the default), the server does not listen for TCP/IP connections. All interaction with the server by be through socket files (Unix) or named pipes or shared memory (Windows). It's recommended to use this option if only local clients are permitted to connect to the server. Enabling this option also prevents a server from functioning as a replication client.",1,6,function-tradeoff,mariadb
4791,skip_show_database,"If set to 1, (0 is the default), only users with the SHOW DATABASES privilege can use the SHOW DATABASES statement to see all database names.",0,0,others,mariadb
4793,slow_query_log,"If set to 0, the default unless the --slow-query-log option is used, the slow query log is disabled, while if set to 1 (both global and session variables), the slow query log is enabled. MariaDB 10.1 added support for session variables.",0,0,others,mariadb
4794,slow_query_log_file,Name of the slow query log file.,0,0,others,mariadb
4795,socket,"On Unix-like systems, this is the name of the socket file used for local client connections, by default /tmp/mysql.sock, often changed by the distribution, for example /var/lib/mysql/mysql.sock. On Windows, this is the name of the named pipe used for local client connections, by default MySQL. On Windows, this is not case-sensitive.",0,0,others,mariadb
4796,sort_buffer_size,"Each session performing a sort allocates a buffer with this amount of memory. Not specific to any storage engine. If the status variable sort_merge_passes is too high, you may need to look at improving your query indexes, or increasing this. Consider reducing where there are many small sorts, such as OLTP, and increasing where needed by session. 16k is a suggested minimum.",1,1,resource,mariadb
4797,sql_auto_is_null,"If set to 1, the query SELECT * FROM table_name WHERE auto_increment_column IS NULL will return an auto-increment that has just been successfully inserted, the same as the LAST_INSERT_ID() function. Some ODBC programs make use of this IS NULL comparison.",0,0,others,mariadb
4799,sql_big_tables,"Old variable, which if set to 1, allows large result sets by saving all temporary sets to disk, avoiding 'table full' errors. No longer needed, as the server now handles this automatically.
This is a synonym for big_tables.",0,0,others,mariadb
4800,sql_buffer_result,"If set to 1 (0 is default), results from SELECT statements are always placed into temporary tables. This can help the server when it takes a long time to send the results to the client by allowing the table locks to be freed early.",0,0,others,mariadb
4801,sql_if_exists,"If set to 1, adds an implicit IF EXISTS to ALTER, RENAME and DROP of TABLES, VIEWS, FUNCTIONS and PACKAGES. This variable is mainly used in replication to tag DDLs that can be ignored on the slave if the target table doesn't exist.",0,0,others,mariadb
4802,sql_log_off,"If set to 1 (0 is the default), no logging to the general query log is done for the client. Only clients with the SUPER privilege can update this variable.",1,6,function-tradeoff,mariadb
4805,sql_max_join_size,"Synonym for max_join_size, the preferred name.",0,0,others,mariadb
4806,sql_mode,"Sets the SQL Mode. Multiple modes can be set, separated by a comma.",0,0,others,mariadb
4807,sql_notes,"If set to 1, the default, warning_count is incremented each time a Note warning is encountered. If set to 0, Note warnings are not recorded. mysqldump has outputs to set this variable to 0 so that no unnecessary increments occur when data is reloaded.",0,0,others,mariadb
4808,sql_quote_show_create,"If set to 1, the default, the server will quote identifiers for SHOW CREATE DATABASE, SHOW CREATE TABLE and SHOW CREATE VIEW statements. Quoting is disabled if set to 0. Enable to ensure replications works when identifiers require quoting.",0,0,others,mariadb
4809,sql_safe_updates,"If set to 1, UPDATEs and DELETEs need either a key in the WHERE clause, or a LIMIT clause, or else they will aborted. Prevents the common mistake of accidentally deleting or updating every row in a table. Until MariaDB 10.3.11, could not be set as a command-line option or in my.cnf.",0,0,others,mariadb
4810,sql_select_limit,"Maximum number of rows that can be returned from a SELECT query. Default is the maximum number of rows permitted per table by the server, usually 232-1 or 264-1. Can be restored to the default value after being changed by assigning it a value of DEFAULT.",0,0,others,mariadb
4811,sql_warnings,"If set to 1, single-row INSERTs will produce a string containing warning information if a warning occurs.",0,0,others,mariadb
4812,standard_compliant_cte,"Allow only standard-compliant common table expressions. Prior to MariaDB 10.2.4, this variable was named standards_compliant_cte.",0,0,others,mariadb
4813,storage_engine,See default_storage_engine.,0,0,others,mariadb
4815,strict_password_validation,"When password validation plugins are enabled, reject passwords that cannot be validated (passwords specified as a hash). This excludes direct updates to the privilege tables.",1,2,security-tradeoff,mariadb
4816,sync_frm,"If set to 1, the default, each time a non-temporary table is created, its .frm definition file is synced to disk. Fractionally slower, but safer in case of a crash.",1,3,reliability-tradeoff,mariadb
4817,system_time_zone,"The system time zone is determined when the server starts. The system time zone is usually read from the operating system's environment. See Time Zones: System Time Zone for the various ways to change the system time zone. This variable is not the same as the time_zone system variable, which is the variable that actually controls a session's active time zone. The system time zone is used for a session when time_zone is set to the special value SYSTEM.",0,0,others,mariadb
4820,table_open_cache,Maximum number of open tables cached in one table cache instance. See Optimizing table_open_cache for suggestions on optimizing. Increasing table_open_cache increases the number of file descriptors required.,1,1,resource,mariadb
4821,table_open_cache_instances,"This system variable specifies the maximum number of table cache instances. MariaDB Server initially creates just a single instance. However, whenever it detects contention on the existing instances, it will automatically create a new instance. When the number of instances has been increased due to contention, it does not decrease again. The default value of this system variable is 8, which is expected to handle up to 100 CPU cores. If your system is larger than this, then you may benefit from increasing the value of this system variable.
Depending on the ratio of actual available file handles, and table_open_cache size, the max. instance count may be auto adjusted to a lower value on server startup.
The implementation and behavior of this feature is different than the same feature in MySQL 5.6.
See Optimizing table_open_cache: Automatic Creation of New Table Open Cache Instances for more information.",1,1,resource,mariadb
4822,table_type,Removed and replaced by storage_engine. Use default_storage_engine instead.,0,0,others,mariadb
4823,tcp_keepalive_interval,"The interval, in seconds, between when successive keep-alive packets are sent if no acknowledgement is received. If set to 0, the system dependent default is used.",0,0,others,mariadb
4824,tcp_keepalive_probes,"The number of unacknowledged probes to send before considering the connection dead and notifying the application layer. If set to 0, a system dependent default is used.",0,0,others,mariadb
4825,tcp_keepalive_time,"Timeout, in seconds, with no activity until the first TCP keep-alive packet is sent. If set to 0, a system dependent default is used.",0,0,others,mariadb
4826,tcp_nodelay,Set the TCP_NODELAY option (disable Nagle's algorithm) on socket.,0,0,others,mariadb
4828,thread_concurrency,"Allows applications to give the system a hint about the desired number of threads. Specific to Solaris only, invokes thr_setconcurrency(). Deprecated and has no effect from MariaDB 5.5.",1,1,resource,mariadb
4830,time_format,Unused.,0,0,others,mariadb
4831,time_zone,"The global value determines the default time zone for sessions that connect. The session value determines the session's active time zone. When it is set to SYSTEM, the session's time zone is determined by the system_time_zone system variable.",0,0,others,mariadb
4832,timed_mutexes,"Determines whether InnoDB mutexes are timed. OFF, the default, disables mutex timing, while ON enables it. See also SHOW ENGINE for more on mutex statistics. Deprecated and has no effect.",0,0,others,mariadb
4833,timestamp,"Sets the time for the client. This will affect the result returned by the NOW() function, not the SYSDATE() function, unless the server is started with the --sysdate-is-now option, in which case SYSDATE becomes an alias of NOW, and will also be affected. Also used to get the original timestamp when restoring rows from the binary log.",0,0,others,mariadb
4834,tmp_disk_table_size,Max size for data for an internal temporary on-disk MyISAM or Aria table. These tables are created as part of complex queries when the result doesn't fit into the memory engine. You can set this variable if you want to limit the size of temporary tables created in your temporary directory tmpdir.,1,1,resource,mariadb
4835,tmp_memory_table_size,An alias for tmp_table_size.,1,1,resource,mariadb
4836,tmp_table_size,"The largest size for temporary tables in memory (not MEMORY tables) although if max_heap_table_size is smaller the lower limit will apply. If a table exceeds the limit, MariaDB converts it to a MyISAM or Aria table. You can see if it's necessary to increase by comparing the status variables Created_tmp_disk_tables and Created_tmp_tables to see how many temporary tables out of the total created needed to be converted to disk. Often complex GROUP BY queries are responsible for exceeding the limit. Defaults may be different on some systems, see for example Differences in MariaDB in Debian. From MariaDB 10.2.7, tmp_memory_table_size is an alias.",1,1,resource,mariadb
4837,tmpdir,"Directory for storing temporary tables and files. Can specify a list (separated by semicolons in Windows, and colons in Unix) that will then be used in round-robin fashion. This can be used for load balancing across several disks. Note that if the server is a replication replica, and slave_load_tmpdir, which overrides tmpdir for replicas, is not set, you should not set tmpdir to a directory that is cleared when the machine restarts, or else replication may fail.",0,0,others,mariadb
4838,transaction_alloc_block_size,Size in bytes to increase the memory pool available to each transaction when the available pool is not large enough. See transaction_prealloc_size.,1,1,resource,mariadb
4839,transaction_prealloc_size,"Initial size of a memory pool available to each transaction for various memory allocations. If the memory pool is not large enough for an allocation, it is increased by transaction_alloc_block_size bytes, and truncated back to transaction_prealloc_size bytes when the transaction is completed. If set large enough to contain all statements in a transaction, extra malloc() calls are avoided.",1,1,resource,mariadb
4840,tx_isolation,The transaction isolation level. See also SET TRANSACTION ISOLATION LEVEL.,1,3,reliability-tradeoff,mariadb
4842,unique_checks,"If set to 1, the default, secondary indexes in InnoDB tables are performed. If set to 0, storage engines can (but are not required to) assume that duplicate keys are not present in input data. Set to 0 to speed up imports of large tables to InnoDB. The storage engine will still issue a duplicate key error if it detects one, even if set to 0.",0,0,others,mariadb
4843,updatable_views_with_limit,"Determines whether view updates can be made with an UPDATE or DELETE statement with a LIMIT clause if the view does not contain all primary or not null unique key columns from the underlying table. 0 prohibits this, while 1 permits it while issuing a warning (the default).",0,0,others,mariadb
4844,use_stat_tables,"Controls the use of engine-independent table statistics. 
never: The optimizer will not use data from statistics tables. 
complementary: The optimizer uses data from statistics tables if the same kind of data is not provided by the storage engine.
preferably: Prefer the data from statistics tables, if it's not available there, use the data from the storage engine.
complementary_for_queries: Same as complementary, but for queries only (to avoid needlessly collecting for ANALYZE TABLE). From MariaDB 10.4.1.
preferably_for_queries: Same as preferably, but for queries only (to avoid needlessly collecting for ANALYZE TABLE). From MariaDB 10.4.1.",0,0,others,mariadb
4845,version,"Server version number. It may also include a suffix with configuration or build information. -debug indicates debugging support was enabled on the server, and -log indicates at least one of the binary log, general log or slow query log are enabled, for example 10.0.1-MariaDB-mariadb1precise-log. From MariaDB 10.2.1, this variable can be set at startup in order to fake the server version.",0,0,others,mariadb
4846,version_comment,"Value of the COMPILATION_COMMENT option specified by CMake when building MariaDB, for example mariadb.org binary distribution.",0,0,others,mariadb
4848,version_compile_os,"Operating system that MariaDB was built on, for example debian-linux-gnu.",0,0,others,mariadb
4849,version_malloc_library,Version of the used malloc library.,0,0,others,mariadb
4850,version_source_revision,"Source control revision id for MariaDB source code, enabling one to see exactly which version of the source was used for a build.",0,0,others,mariadb
4851,wait_timeout,"Time in seconds that the server waits for a connection to become active before closing it. The session value is initialized when a thread starts up from either the global value, if the connection is non-interactive, or from the interactive_timeout value, if the connection is interactive.",0,0,others,mariadb
4853,abort-slave-event-count,"When this option is set to some positive integer value other than 0 (the default) it affects replication behavior as follows: After the replication SQL thread has started, value log events are permitted to be executed; after that, the replication SQL thread does not receive any more events, just as if the network connection from the source were cut. The replication SQL thread continues to run, and the output from SHOW REPLICA STATUS displays Yes in both the Replica_IO_Running and the Replica_SQL_Running columns, but no further events are read from the relay log.",1,5,workload-specific,mysql
4854,admin-ssl,"The --admin-ssl option is like the --ssl option, except that it applies to the administrative connection interface rather than the main connection interface.",1,2,security-tradeoff,mysql
4855,allow-suspicious-udfs,"This option controls whether loadable functions that have only an xxx symbol for the main function can be loaded. By default, the option is off and only loadable functions that have at least one auxiliary symbol can be loaded; this prevents attempts at loading functions from shared object files other than those containing legitimate functions. See Loadable Function Security Precautions.",1,2,security-tradeoff,mysql
4856,ansi,"Use standard (ANSI) SQL syntax instead of MySQL syntax. For more precise control over the server SQL mode, use the --sql-mode option instead.",0,0,others,mysql
4857,audit_log_buffer_size,"When the audit log plugin writes events to the log asynchronously, it uses a buffer to store event contents prior to writing them. This variable controls the size of that buffer, in bytes. The server adjusts the value to a multiple of 4096. The plugin uses a single buffer, which it allocates when it initializes and removes when it terminates. The plugin allocates this buffer only if logging is asynchronous.",1,1,resource,mysql
