ID,name,description,p,s,label,software,filter,study
4429,mapreduce.job.queuename,"Queue to which a job is submitted. This must match one of the queues defined in mapred-queues.xml for the system. Also, the ACL setup for the queue must allow the current user to submit a job to the queue. Before specifying a queue, ensure that the system is configured with the queue, and access is allowed for submitting jobs to the queue.",0,0,others,mapreduce,0,0
4430,mapreduce.job.redacted-properties,The list of job configuration properties whose value will be redacted.,0,0,others,mapreduce,0,0
4432,mapreduce.job.reduce.slowstart.completedmaps,Fraction of the number of maps in the job which should be complete before reduces are scheduled for the job.,1,1,resource,mapreduce,0,1
4433,mapreduce.job.reducer.preempt.delay.sec,"The threshold (in seconds) after which an unsatisfied mapper request triggers reducer preemption when there is no anticipated headroom. If set to 0 or a negative value, the reducer is preempted as soon as lack of headroom is detected. Default is 0.",1,5,workload-specific,mapreduce,0,0
4434,mapreduce.job.reducer.unconditional-preempt.delay.sec,"The threshold (in seconds) after which an unsatisfied mapper request triggers a forced reducer preemption irrespective of the anticipated headroom. By default, it is set to 5 mins. Setting it to 0 leads to immediate reducer preemption. Setting to -1 disables this preemption altogether.",0,0,others,mapreduce,0,0
4435,mapreduce.job.reduces,"The default number of reduce tasks per job. Typically set to 99% of the cluster's reduce capacity, so that if a node fails the reduces can still be executed in a single wave. Ignored when mapreduce.framework.name is ""local"".",1,1,resource,mapreduce,0,0
4436,mapreduce.job.running.map.limit,The maximum number of simultaneous map tasks per job. There is no limit if this value is 0 or negative.,1,1,resource,mapreduce,0,0
4437,mapreduce.job.running.reduce.limit,The maximum number of simultaneous reduce tasks per job. There is no limit if this value is 0 or negative.,1,1,resource,mapreduce,0,0
4439,mapreduce.job.sharedcache.mode,"A comma delimited list of resource categories to submit to the shared cache. The valid categories are: jobjar, libjars, files, archives. If ""disabled"" is specified then the job submission code will not use the shared cache.",1,5,workload-specific,mapreduce,0,1
4441,mapreduce.job.speculative.minimum-allowed-tasks,The minimum allowed tasks that can be speculatively re-executed at any time.,1,4,limited-side-effect,mapreduce,0,1
4442,mapreduce.job.speculative.retry-after-no-speculate,The waiting time(ms) to do next round of speculation if there is no task speculated in this round.,0,0,others,mapreduce,0,1
4443,mapreduce.job.speculative.retry-after-speculate,The waiting time(ms) to do next round of speculation if there are tasks speculated in this round.,0,0,others,mapreduce,0,0
4444,mapreduce.job.speculative.slowtaskthreshold,The number of standard deviations by which a task's ave progress-rates must be lower than the average of all running tasks' for the task to be considered too slow.,1,5,workload-specific,mapreduce,0,0
4445,mapreduce.job.speculative.speculative-cap-running-tasks,The max percent (0-1) of running tasks that can be speculatively re-executed at any time.,1,5,workload-specific,mapreduce,0,0
4446,mapreduce.job.speculative.speculative-cap-total-tasks,The max percent (0-1) of all tasks that can be speculatively re-executed at any time.,1,5,workload-specific,mapreduce,0,1
4447,mapreduce.job.split.metainfo.maxsize,The maximum permissible size of the split metainfo file. The MapReduce ApplicationMaster won't attempt to read submitted split metainfo files bigger than this configured value. No limits if set to -1.,1,1,resource,mapreduce,0,0
4448,mapreduce.job.tags,Tags for the job that will be passed to YARN at submission time. Queries to YARN for applications can filter on these tags.,0,0,others,mapreduce,0,0
4449,mapreduce.job.token.tracking.ids,"When mapreduce.job.token.tracking.ids.enabled is set to true, this is set by the framework to the token-tracking-ids used by the job.",0,0,others,mapreduce,0,0
4450,mapreduce.job.token.tracking.ids.enabled,"Whether to write tracking ids of tokens to job-conf. When true, the configuration property ""mapreduce.job.token.tracking.ids"" is set to the token-tracking-ids of the job",0,0,others,mapreduce,0,0
4451,mapreduce.job.ubertask.enable,"Whether to enable the small-jobs ""ubertask"" optimization, which runs ""sufficiently small"" jobs sequentially within a single JVM. ""Small"" is defined by the following maxmaps, maxreduces, and maxbytes settings. Note that configurations for application masters also affect the ""Small"" definition - yarn.app.mapreduce.am.resource.mb must be larger than both mapreduce.map.memory.mb and mapreduce.reduce.memory.mb, and yarn.app.mapreduce.am.resource.cpu-vcores must be larger than both mapreduce.map.cpu.vcores and mapreduce.reduce.cpu.vcores to enable ubertask. Users may override this value.",1,4,limited-side-effect,mapreduce,0,0
4452,mapreduce.job.ubertask.maxbytes,"Threshold for number of input bytes, beyond which job is considered too big for the ubertasking optimization. If no value is specified, dfs.block.size is used as a default. Be sure to specify a default value in mapred-site.xml if the underlying filesystem is not HDFS. Users may override this value, but only downward.",1,5,workload-specific,mapreduce,0,0
4453,mapreduce.job.ubertask.maxmaps,"Threshold for number of maps, beyond which job is considered too big for the ubertasking optimization. Users may override this value, but only downward.",1,5,workload-specific,mapreduce,0,0
4454,mapreduce.job.ubertask.maxreduces,"Threshold for number of reduces, beyond which job is considered too big for the ubertasking optimization. CURRENTLY THE CODE CANNOT SUPPORT MORE THAN ONE REDUCE and will ignore larger values. (Zero is a valid max, however.) Users may override this value, but only downward.",1,5,workload-specific,mapreduce,0,0
4458,mapreduce.jobhistory.cleaner.interval-ms,"How often the job history cleaner checks for files to delete, in milliseconds. Defaults to 86400000 (one day). Files are only deleted if they are older than mapreduce.jobhistory.max-age-ms.",0,0,others,mapreduce,0,0
4459,mapreduce.jobhistory.client.thread-count,The number of threads to handle client API requests,1,1,resource,mapreduce,0,1
4460,mapreduce.jobhistory.datestring.cache.size,Size of the date string cache. Effects the number of directories which will be scanned to find a job.,1,1,resource,mapreduce,0,0
4462,mapreduce.jobhistory.jhist.format,"File format the AM will use when generating the .jhist file. Valid values are ""json"" for text output and ""binary"" for faster parsing.",0,0,others,mapreduce,0,0
4463,mapreduce.jobhistory.joblist.cache.size,Size of the job list cache,1,1,resource,mapreduce,0,0
4464,mapreduce.jobhistory.jobname.limit,Number of characters allowed for job name in Job History Server web page.,0,0,others,mapreduce,0,0
4466,mapreduce.jobhistory.loadedjob.tasks.max,The maximum number of tasks that a job can have so that the Job History Server will fully parse its associated job history file and load it into memory. A value of -1 (default) will allow all jobs to be loaded.,1,1,resource,mapreduce,0,1
4467,mapreduce.jobhistory.loadedjobs.cache.size,Size of the loaded job cache. This property is ignored if the property mapreduce.jobhistory.loadedtasks.cache.size is set to a positive value.,1,1,resource,mapreduce,0,1
4468,mapreduce.jobhistory.loadedtasks.cache.size,"Change the job history cache limit to be set in terms of total task count. If the total number of tasks loaded exceeds this value, then the job cache will be shrunk down until it is under this limit (minimum 1 job in cache). If this value is empty or nonpositive then the cache reverts to using the property mapreduce.jobhistory.loadedjobs.cache.size as a job cache size. Two recommendations for the mapreduce.jobhistory.loadedtasks.cache.size property: 1) For every 100k of cache size, set the heap size of the Job History Server to 1.2GB. For example, mapreduce.jobhistory.loadedtasks.cache.size=500000, heap size=6GB. 2) Make sure that the cache size is larger than the number of tasks required for the largest job run on the cluster. It might be a good idea to set the value slightly higher (say, 20%) in order to allow for job size growth.",1,1,resource,mapreduce,0,1
4470,mapreduce.jobhistory.minicluster.fixed.ports,Whether to use fixed ports with the minicluster,0,0,others,mapreduce,0,0
4471,mapreduce.jobhistory.move.interval-ms,Scan for history files to move from intermediate done dir to done dir at this frequency.,0,0,others,mapreduce,0,0
4472,mapreduce.jobhistory.move.thread-count,The number of threads used to move files.,1,1,resource,mapreduce,0,1
4474,mapreduce.jobhistory.recovery.enable,Enable the history server to store server state and recover server state upon startup. If enabled then mapreduce.jobhistory.recovery.store.class must be specified.,1,3,reliability-tradeoff,mapreduce,0,0
4475,mapreduce.jobhistory.recovery.store.class,The HistoryServerStateStoreService class to store history server state for recovery.,1,3,reliability-tradeoff,mapreduce,0,0
4478,mapreduce.jobhistory.store.class,The HistoryStorage class to use to cache history data.,0,0,others,mapreduce,0,0
4481,mapreduce.jobhistory.webapp.rest-csrf.custom-header,Optional parameter that indicates the custom header name to use for CSRF protection.,0,0,others,mapreduce,0,0
4482,mapreduce.jobhistory.webapp.rest-csrf.enabled,Enable the CSRF filter for the job history web app,1,2,security-tradeoff,mapreduce,0,0
4483,mapreduce.jobhistory.webapp.rest-csrf.methods-to-ignore,Optional parameter that indicates the list of HTTP methods that do not require CSRF protection,0,0,others,mapreduce,0,0
4484,mapreduce.jobhistory.webapp.xfs-filter.xframe-options,Value of the xframe-options,0,0,others,mapreduce,0,0
4488,mapreduce.jvm.system-properties-to-log,Comma-delimited list of system properties to log on mapreduce JVM start,0,0,others,mapreduce,0,0
4489,mapreduce.local.clientfactory.class.name,This the client factory that is responsible for creating local job runner client,0,0,others,mapreduce,0,0
4490,mapreduce.map.cpu.vcores,The number of virtual cores to request from the scheduler for each map task.,1,1,resource,mapreduce,0,0
4491,mapreduce.map.log.level,"The logging level for the map task. The allowed levels are: OFF, FATAL, ERROR, WARN, INFO, DEBUG, TRACE and ALL. The setting here could be overridden if ""mapreduce.job.log4j-properties-file"" is set.",1,6,function-tradeoff,mapreduce,0,1
4492,mapreduce.map.maxattempts,"Expert: The maximum number of attempts per map task. In other words, framework will try to execute a map task these many number of times before giving up on it.",0,0,others,mapreduce,0,0
4493,mapreduce.map.memory.mb,The amount of memory to request from the scheduler for each map task.,1,1,resource,mapreduce,0,1
4494,mapreduce.map.node-label-expression,This is node-label configuration for Map task containers. If not configured it will use mapreduce.job.node-label-expression and if job's node-label expression is not configured then it will use queue's default-node-label-expression.,0,0,others,mapreduce,0,0
4495,mapreduce.map.output.compress,Should the outputs of the maps be compressed before being sent across the network. Uses SequenceFile compression.,1,4,limited-side-effect,mapreduce,0,0
4496,mapreduce.map.output.compress.codec,"If the map outputs are compressed, how should they be compressed?",1,6,function-tradeoff,mapreduce,0,0
4497,mapreduce.map.skip.maxrecords,"The number of acceptable skip records surrounding the bad record PER bad record in mapper. The number includes the bad record as well. To turn the feature of detection/skipping of bad records off, set the value to 0. The framework tries to narrow down the skipped range by retrying until this threshold is met OR all attempts get exhausted for this task. Set the value to Long.MAX_VALUE to indicate that framework need not try to narrow down. Whatever records(depends on application) get skipped are acceptable.",0,0,others,mapreduce,0,0
4498,mapreduce.map.skip.proc-count.auto-incr,"The flag which if set to true, SkipBadRecords.COUNTER_MAP_PROCESSED_RECORDS is incremented by MapRunner after invoking the map function. This value must be set to false for applications which process the records asynchronously or buffer the input records. For example streaming. In such cases applications should increment this counter on their own.",0,0,others,mapreduce,0,0
4499,mapreduce.map.sort.spill.percent,"The soft limit in the serialization buffer. Once reached, a thread will begin to spill the contents to disk in the background. Note that collection will not block if this threshold is exceeded while a spill is already in progress, so spills may be larger than this threshold when it is set to less than .5",1,1,resource,mapreduce,0,0
4500,mapreduce.map.speculative,"If true, then multiple instances of some map tasks may be executed in parallel.",1,4,limited-side-effect,mapreduce,0,1
4501,mapreduce.output.fileoutputformat.compress,Should the job outputs be compressed?,1,4,limited-side-effect,mapreduce,0,0
4502,mapreduce.output.fileoutputformat.compress.codec,"If the job outputs are compressed, how should they be compressed?",1,6,function-tradeoff,mapreduce,0,0
4503,mapreduce.output.fileoutputformat.compress.type,"If the job outputs are to compressed as SequenceFiles, how should they be compressed? Should be one of NONE, RECORD or BLOCK.",1,6,function-tradeoff,mapreduce,0,0
4504,mapreduce.reduce.cpu.vcores,The number of virtual cores to request from the scheduler for each reduce task.,1,1,resource,mapreduce,0,0
4505,mapreduce.reduce.input.buffer.percent,"The percentage of memory- relative to the maximum heap size- to retain map outputs during the reduce. When the shuffle is concluded, any remaining map outputs in memory must consume less than this threshold before the reduce can begin.",1,1,resource,mapreduce,0,1
4506,mapreduce.reduce.log.level,"The logging level for the reduce task. The allowed levels are: OFF, FATAL, ERROR, WARN, INFO, DEBUG, TRACE and ALL. The setting here could be overridden if ""mapreduce.job.log4j-properties-file"" is set.",1,6,function-tradeoff,mapreduce,0,0
4507,mapreduce.reduce.markreset.buffer.percent,The percentage of memory -relative to the maximum heap size- to be used for caching values when using the mark-reset functionality.,1,1,resource,mapreduce,0,0
4508,mapreduce.reduce.maxattempts,"Expert: The maximum number of attempts per reduce task. In other words, framework will try to execute a reduce task these many number of times before giving up on it.",1,5,workload-specific,mapreduce,0,1
4509,mapreduce.reduce.memory.mb,The amount of memory to request from the scheduler for each reduce task.,1,1,resource,mapreduce,0,0
4510,mapreduce.reduce.merge.inmem.threshold,"The threshold, in terms of the number of files for the in-memory merge process. When we accumulate threshold number of files we initiate the in-memory merge and spill to disk. A value of 0 or less than 0 indicates we want to DON'T have any threshold and instead depend only on the ramfs's memory consumption to trigger the merge.",1,5,workload-specific,mapreduce,0,0
4511,mapreduce.reduce.node-label-expression,This is node-label configuration for Reduce task containers. If not configured it will use mapreduce.job.node-label-expression and if job's node-label expression is not configured then it will use queue's default-node-label-expression.,0,0,others,mapreduce,0,1
4512,mapreduce.reduce.shuffle.connect.timeout,Expert: The maximum amount of time (in milli seconds) reduce task spends in trying to connect to a remote node for getting map output.,1,5,workload-specific,mapreduce,0,0
4514,mapreduce.reduce.shuffle.fetch.retry.interval-ms,Time of interval that fetcher retry to fetch again when some non-fatal failure happens because of some events like NM restart.,0,0,others,mapreduce,0,0
4515,mapreduce.reduce.shuffle.fetch.retry.timeout-ms,Timeout value for fetcher to retry to fetch again when some non-fatal failure happens because of some events like NM restart.,0,0,others,mapreduce,0,0
4516,mapreduce.reduce.shuffle.input.buffer.percent,The percentage of memory to be allocated from the maximum heap size to storing map outputs during the shuffle.,1,1,resource,mapreduce,0,0
4517,mapreduce.reduce.shuffle.memory.limit.percent,"Expert: Maximum percentage of the in-memory limit that a single shuffle can consume. Range of valid values is [0.0, 1.0]. If the value is 0.0 map outputs are shuffled directly to disk.",1,1,resource,mapreduce,0,0
4518,mapreduce.reduce.shuffle.merge.percent,"The usage threshold at which an in-memory merge will be initiated, expressed as a percentage of the total memory allocated to storing in-memory map outputs, as defined by mapreduce.reduce.shuffle.input.buffer.percent.",1,1,resource,mapreduce,0,0
4519,mapreduce.reduce.shuffle.parallelcopies,The default number of parallel transfers run by reduce during the copy(shuffle) phase.,1,1,resource,mapreduce,0,0
4520,mapreduce.reduce.shuffle.read.timeout,Expert: The maximum amount of time (in milli seconds) reduce task waits for map output data to be available for reading after obtaining connection.,0,0,others,mapreduce,0,0
4521,mapreduce.reduce.shuffle.retry-delay.max.ms,The maximum number of ms the reducer will delay before retrying to download map data.,0,0,others,mapreduce,0,0
4522,mapreduce.reduce.skip.maxgroups,"The number of acceptable skip groups surrounding the bad group PER bad group in reducer. The number includes the bad group as well. To turn the feature of detection/skipping of bad groups off, set the value to 0. The framework tries to narrow down the skipped range by retrying until this threshold is met OR all attempts get exhausted for this task. Set the value to Long.MAX_VALUE to indicate that framework need not try to narrow down. Whatever groups(depends on application) get skipped are acceptable.",0,0,others,mapreduce,0,0
4523,mapreduce.reduce.skip.proc-count.auto-incr,"The flag which if set to true, SkipBadRecords.COUNTER_REDUCE_PROCESSED_GROUPS is incremented by framework after invoking the reduce function. This value must be set to false for applications which process the records asynchronously or buffer the input records. For example streaming. In such cases applications should increment this counter on their own.",0,0,others,mapreduce,0,0
4524,mapreduce.reduce.speculative,"If true, then multiple instances of some reduce tasks may be executed in parallel.",1,4,limited-side-effect,mapreduce,0,0
4525,mapreduce.shuffle.connection-keep-alive.enable,set to true to support keep-alive connections.,0,0,others,mapreduce,0,1
4526,mapreduce.shuffle.connection-keep-alive.timeout,"The number of seconds a shuffle client attempts to retain http connection. Refer ""Keep-Alive: timeout="" header in Http specification",0,0,others,mapreduce,0,0
4527,mapreduce.shuffle.listen.queue.size,The length of the shuffle server listen queue.,1,1,resource,mapreduce,0,0
4528,mapreduce.shuffle.max.connections,Max allowed connections for the shuffle. Set to 0 (zero) to indicate no limit on the number of connections.,1,1,resource,mapreduce,0,0
4529,mapreduce.shuffle.max.threads,"Max allowed threads for serving shuffle connections. Set to zero to indicate the default of 2 times the number of available processors (as reported by Runtime.availableProcessors()). Netty is used to serve requests, so a thread is not needed for each connection.",1,1,resource,mapreduce,0,0
4531,mapreduce.shuffle.ssl.enabled,Whether to use SSL for for the Shuffle HTTP endpoints.,1,2,security-tradeoff,mapreduce,0,0
4532,mapreduce.shuffle.ssl.file.buffer.size,Buffer size for reading spills from file when using SSL.,1,1,resource,mapreduce,0,0
4533,mapreduce.shuffle.transfer.buffer.size,"This property is used only if mapreduce.shuffle.transferTo.allowed is set to false. In that case, this property defines the size of the buffer used in the buffer copy code for the shuffle phase. The size of this buffer determines the size of the IO requests.",1,1,resource,mapreduce,0,0
4534,mapreduce.shuffle.transferTo.allowed,"This option can enable/disable using nio transferTo method in the shuffle phase. NIO transferTo does not perform well on windows in the shuffle phase. Thus, with this configuration property it is possible to disable it, in which case custom transfer method will be used. Recommended value is false when running Hadoop on Windows. For Linux, it is recommended to set it to true. If nothing is set then the default value is false for Windows, and true for Linux.",1,1,resource,mapreduce,0,0
4535,mapreduce.task.combine.progress.records,The number of records to process during combine output collection before sending a progress notification.,1,1,resource,mapreduce,0,0
4536,mapreduce.task.exit.timeout,"The number of milliseconds before a task will be terminated if it stays in finishing state for too long. After a task attempt completes from TaskUmbilicalProtocol's point of view, it will be transitioned to finishing state. That will give a chance for the task to exit by itself.",0,0,others,mapreduce,0,1
4537,mapreduce.task.exit.timeout.check-interval-ms,The interval in milliseconds between which the MR framework checks if task attempts stay in finishing state for too long.,0,0,others,mapreduce,0,0
4538,mapreduce.task.files.preserve.failedtasks,"Should the files for failed tasks be kept. This should only be used on jobs that are failing, because the storage is never reclaimed. It also prevents the map outputs from being erased from the reduce directory as they are consumed.",0,0,others,mapreduce,0,0
4539,mapreduce.task.io.sort.factor,The number of streams to merge at once while sorting files. This determines the number of open file handles.,1,1,resource,mapreduce,0,0
4540,mapreduce.task.io.sort.mb,"The total amount of buffer memory to use while sorting files, in megabytes. By default, gives each merge stream 1MB, which should minimize seeks.",1,1,resource,mapreduce,0,0
4541,mapreduce.task.local-fs.write-limit.bytes,"Limit on the byte written to the local file system by each task. This limit only applies to writes that go through the Hadoop filesystem APIs within the task process (i.e.: writes that will update the local filesystem's BYTES_WRITTEN counter). It does not cover other writes such as logging, sideband writes from subprocesses (e.g.: streaming jobs), etc. Negative values disable the limit. default is -1",1,3,reliability-tradeoff,mapreduce,0,0
4542,mapreduce.task.merge.progress.records,The number of records to process during merge before sending a progress notification to the MR ApplicationMaster.,1,1,resource,mapreduce,0,0
4543,mapreduce.task.profile,"To set whether the system should collect profiler information for some of the tasks in this job? The information is stored in the user log directory. The value is ""true"" if task profiling is enabled.",1,6,function-tradeoff,mapreduce,0,0
4544,mapreduce.task.profile.map.params,Map-task-specific JVM profiler parameters. See mapreduce.task.profile.params,0,0,others,mapreduce,0,0
4545,mapreduce.task.profile.maps,To set the ranges of map tasks to profile. mapreduce.task.profile has to be set to true for the value to be accounted.,0,0,others,mapreduce,0,0
4546,mapreduce.task.profile.params,"JVM profiler parameters used to profile map and reduce task attempts. This string may contain a single format specifier %s that will be replaced by the path to profile.out in the task attempt log directory. To specify different profiling options for map tasks and reduce tasks, more specific parameters mapreduce.task.profile.map.params and mapreduce.task.profile.reduce.params should be used.",0,0,others,mapreduce,0,1
4547,mapreduce.task.profile.reduce.params,Reduce-task-specific JVM profiler parameters. See mapreduce.task.profile.params,0,0,others,mapreduce,0,1
4548,mapreduce.task.profile.reduces,To set the ranges of reduce tasks to profile. mapreduce.task.profile has to be set to true for the value to be accounted.,0,0,others,mapreduce,0,0
4549,mapreduce.task.skip.start.attempts,"The number of Task attempts AFTER which skip mode will be kicked off. When skip mode is kicked off, the tasks reports the range of records which it will process next, to the MR ApplicationMaster. So that on failures, the MR AM knows which ones are possibly the bad records. On further executions, those are skipped.",0,0,others,mapreduce,0,1
4550,mapreduce.task.timeout,"The number of milliseconds before a task will be terminated if it neither reads an input, writes an output, nor updates its status string. A value of 0 disables the timeout.",0,0,others,mapreduce,0,0
4551,mapreduce.task.userlog.limit.kb,The maximum size of user-logs of each task in KB. 0 disables the cap.,0,0,others,mapreduce,0,0
4552,yarn.app.mapreduce.am.admin.user.env,Environment variables for the MR App Master processes for admin purposes. These values are set first and can be overridden by the user env (yarn.app.mapreduce.am.env) Example : 1) A=foo This will set the env variable A to foo 2) B=$B:c This is inherit app master's B env variable.,0,0,others,mapreduce,0,0
4553,yarn.app.mapreduce.am.admin-command-opts,Java opts for the MR App Master processes for admin purposes. It will appears before the opts set by yarn.app.mapreduce.am.command-opts and thus its options can be overridden user. Usage of -Djava.library.path can cause programs to no longer function if hadoop native libraries are used. These values should instead be set as part of LD_LIBRARY_PATH in the map / reduce JVM env using the mapreduce.map.env and mapreduce.reduce.env config settings.,0,0,others,mapreduce,0,0
4554,yarn.app.mapreduce.am.command-opts,"Java opts for the MR App Master processes. The following symbol, if present, will be interpolated: @taskid@ is replaced by current TaskID. Any other occurrences of '@' will go unchanged. For example, to enable verbose gc logging to a file named for the taskid in /tmp and to set the heap maximum to be a gigabyte, pass a 'value' of: -Xmx1024m -verbose:gc -Xloggc:/tmp/@taskid@.gc Usage of -Djava.library.path can cause programs to no longer function if hadoop native libraries are used. These values should instead be set as part of LD_LIBRARY_PATH in the map / reduce JVM env using the mapreduce.map.env and mapreduce.reduce.env config settings.",0,0,others,mapreduce,0,0
4555,yarn.app.mapreduce.am.container.log.backups,"Number of backup files for the ApplicationMaster logs when using ContainerRollingLogAppender (CRLA). See org.apache.log4j.RollingFileAppender.maxBackupIndex. By default, ContainerLogAppender (CLA) is used, and container logs are not rolled. CRLA is enabled for the ApplicationMaster when both yarn.app.mapreduce.am.container.log.limit.kb and yarn.app.mapreduce.am.container.log.backups are greater than zero.",1,3,reliability-tradeoff,mapreduce,0,0
4556,yarn.app.mapreduce.am.container.log.limit.kb,The maximum size of the MRAppMaster attempt container logs in KB. 0 disables the cap.,0,0,others,mapreduce,0,0
4557,yarn.app.mapreduce.am.containerlauncher.threadpool-initial-size,The initial size of thread pool to launch containers in the app master.,1,1,resource,mapreduce,0,1
4558,yarn.app.mapreduce.am.env,User added environment variables for the MR App Master processes. Example : 1) A=foo This will set the env variable A to foo 2) B=$B:c This is inherit tasktracker's B env variable.,0,0,others,mapreduce,0,0
4559,yarn.app.mapreduce.am.hard-kill-timeout-ms,Number of milliseconds to wait before the job client kills the application.,0,0,others,mapreduce,0,0
4560,yarn.app.mapreduce.am.job.client.port-range,"Range of ports that the MapReduce AM can use when binding. Leave blank if you want all possible ports. For example 50000-50050,50100-50200",0,0,others,mapreduce,0,0
4561,yarn.app.mapreduce.am.job.committer.cancel-timeout,The amount of time in milliseconds to wait for the output committer to cancel an operation if the job is killed,0,0,others,mapreduce,0,0
4562,yarn.app.mapreduce.am.job.committer.commit-window,"Defines a time window in milliseconds for output commit operations. If contact with the RM has occurred within this window then commits are allowed, otherwise the AM will not allow output commits until contact with the RM has been re-established.",0,0,others,mapreduce,0,0
4563,yarn.app.mapreduce.am.job.task.listener.thread-count,The number of threads used to handle RPC calls in the MR AppMaster from remote tasks,1,1,resource,mapreduce,0,1
4564,yarn.app.mapreduce.am.log.level,"The logging level for the MR ApplicationMaster. The allowed levels are: OFF, FATAL, ERROR, WARN, INFO, DEBUG, TRACE and ALL. The setting here could be overriden if ""mapreduce.job.log4j-properties-file"" is set.",1,6,function-tradeoff,mapreduce,0,0
4565,yarn.app.mapreduce.am.resource.cpu-vcores,The number of virtual CPU cores the MR AppMaster needs.,1,1,resource,mapreduce,0,0
4566,yarn.app.mapreduce.am.resource.mb,The amount of memory the MR AppMaster needs.,1,1,resource,mapreduce,0,0
4567,yarn.app.mapreduce.am.scheduler.heartbeat.interval-ms,The interval in ms at which the MR AppMaster should send heartbeats to the ResourceManager,0,0,others,mapreduce,0,0
4568,yarn.app.mapreduce.am.staging-dir,The staging dir used while submitting jobs.,0,0,others,mapreduce,0,0
4569,yarn.app.mapreduce.am.webapp.port-range,"Range of ports that the MapReduce AM can use for its webapp when binding. Leave blank if you want all possible ports. For example 50000-50050,50100-50200",0,0,others,mapreduce,0,1
4570,yarn.app.mapreduce.client.job.max-retries,"The number of retries the client will make for getJob and dependent calls. This is needed for non-HDFS DFS where additional, high level retries are required to avoid spurious failures during the getJob call. 30 is a good value for WASB",0,0,others,mapreduce,0,0
4571,yarn.app.mapreduce.client.job.retry-interval,The delay between getJob retries in ms for retries configured with yarn.app.mapreduce.client.job.max-retries.,0,0,others,mapreduce,0,0
4572,yarn.app.mapreduce.client.max-retries,The number of client retries to the RM/HS before throwing exception. This is a layer above the ipc.,0,0,others,mapreduce,0,1
4573,yarn.app.mapreduce.client-am.ipc.max-retries,The number of client retries to the AM - before reconnecting to the RM to fetch Application Status.,0,0,others,mapreduce,0,0
4574,yarn.app.mapreduce.client-am.ipc.max-retries-on-timeouts,The number of client retries on socket timeouts to the AM - before reconnecting to the RM to fetch Application Status.,0,0,others,mapreduce,0,0
4575,yarn.app.mapreduce.shuffle.log.backups,If yarn.app.mapreduce.shuffle.log.limit.kb and yarn.app.mapreduce.shuffle.log.backups are greater than zero then a ContainerRollngLogAppender is used instead of ContainerLogAppender for syslog.shuffle. See org.apache.log4j.RollingFileAppender.maxBackupIndex,1,3,reliability-tradeoff,mapreduce,0,1
4576,yarn.app.mapreduce.shuffle.log.limit.kb,Maximum size of the syslog.shuffle file in kilobytes (0 for no limit).,0,0,others,mapreduce,0,0
4577,yarn.app.mapreduce.shuffle.log.separate,If enabled ('true') logging generated by the client-side shuffle classes in a reducer will be written in a dedicated log file 'syslog.shuffle' instead of 'syslog'.,0,0,others,mapreduce,0,0
4578,yarn.app.mapreduce.task.container.log.backups,"Number of backup files for task logs when using ContainerRollingLogAppender (CRLA). See org.apache.log4j.RollingFileAppender.maxBackupIndex. By default, ContainerLogAppender (CLA) is used, and container logs are not rolled. CRLA is enabled for tasks when both mapreduce.task.userlog.limit.kb and yarn.app.mapreduce.task.container.log.backups are greater than zero.",1,3,reliability-tradeoff,mapreduce,0,1
4580,analyze_sample_percentage,Percentage of rows from the table ANALYZE TABLE will sample to collect table statistics. Set to 0 to let MariaDB decide what percentage of rows to sample.,0,0,others,mariadb,0,0
4581,autocommit,"If set to 1, the default, all queries are committed immediately. The LOCK IN SHARE MODE and FOR UPDATE clauses therefore have no effect. If set to 0, they are only committed upon a COMMIT statement, or rolled back with a ROLLBACK statement. If autocommit is set to 0, and then changed to 1, all open transactions are immediately committed.",1,3,reliability-tradeoff,mariadb,0,1
4582,automatic_sp_privileges,"When set to 1, the default, when a stored routine is created, the creator is automatically granted permission to ALTER (which includes dropping) and to EXECUTE the routine. If set to 0, the creator is not automatically granted these privileges.",0,0,others,mariadb,0,1
4583,back_log,"Connections take a small amount of time to start, and this setting determines the number of outstanding connection requests MariaDB can have, or the size of the listen queue for incoming TCP/IP requests. Requests beyond this will be refused. Increase if you expect short bursts of connections. Cannot be set higher than the operating system limit (see the Unix listen() man page). If not set, set to 0, or the --autoset-back-log option is used, will be autoset to the lower of 900 and (50 + max_connections/5) (>= MariaDB 10.1.7).",1,5,workload-specific,mariadb,0,0
4585,big_tables,"If this system variable is set to 1, then temporary tables will be saved to disk intead of memory.
This system variable's original intention was to allow result sets that were too big for memory-based temporary tables and to avoid the resulting 'table full' errors. 
This system variable is no longer needed, because the server can automatically convert large memory-based temporary tables into disk-based temporary tables when they exceed the value of the mp_memory_table_size system variable.
To prevent memory-based temporary tables from being used at all, set the tmp_memory_table_size system variable to 0.
In MariaDB 5.5 and earlier, sql_big_tables is a synonym.
In MariaDB 10.5, this system variable is deprecated.",0,0,others,mariadb,0,0
4587,bulk_insert_buffer_size,Size in bytes of the per-thread cache tree used to speed up bulk inserts into MyISAM and Aria tables. A value of 0 disables the cache tree.,1,1,resource,mariadb,0,0
4589,character_set_connection,"Character set used for number to string conversion, as well as for literals that don't have a character set introducer.",0,0,others,mariadb,0,0
4592,character_set_results,Character set used for results and error messages returned to the client.,0,0,others,mariadb,0,0
4596,check_constraint_checks,"If set to 0, will disable constraint checks, for example when loading a table that violates some constraints that you plan to fix later.",1,2,security-tradeoff,mariadb,0,0
